time_stamp,intent
1752570362.167795,1
1752570362.270970,1
1752570362.404901,1
1752570362.587918,1
1752570362.734470,1
1752570362.837721,1
1752570363.014765,1
1752570363.179475,1
1752570363.319590,1
1752570363.435011,1
1752570363.599358,1
1752570363.751380,1
1752570363.922421,1
1752570364.068669,1
1752570364.135969,1
1752570364.301573,1
1752570364.404687,1
1752570364.477174,1
1752570364.635787,1
1752570364.751643,1
1752570364.872828,1
1752570365.013202,1
1752570365.086109,1
1752570365.220478,1
1752570365.311793,1
1752570365.439644,1
1752570365.592436,1
1752570365.732989,1
1752570365.885274,1
1752570366.044107,1
1752570366.215779,1
1752570366.436388,1
1752570366.521306,1
1752570366.692020,1
1752570366.782903,1
1752570366.935957,1
1752570367.099794,1
1752570367.239978,1
1752570367.361633,1
1752570367.477504,1
1752570367.654540,1
1752570367.807100,1
1752570367.830613,1
1752570368.001662,1
1752570368.104846,1
1752570368.269695,1
1752570368.403622,1
1752570368.495373,1
1752570368.635087,1
1752570368.787413,1
1752570368.841875,1
1752570369.006398,1
1752570369.115671,1
1752570369.280322,1
1752570369.395575,1
1752570369.504948,1
1752570369.644759,1
1752570369.796933,1
1752570369.882399,1
1752570370.047210,1
1752570370.168937,1
1752570370.388610,1
1752570370.565298,1
1752570370.650140,1
1752570370.790144,1
1752570370.911595,1
1752570371.106753,1
1752570371.172953,1
1752570371.289443,1
1752570371.423198,1
1752570371.600297,1
1752570371.722204,1
1752570371.843853,1
1752570371.996136,1
1752570372.080960,1
1752570372.226983,1
1752570372.362430,1
1752570372.520962,1
1752570372.734415,1
1752570372.887096,1
1752570373.027753,1
1752570373.149323,1
1752570373.301780,1
1752570373.411018,1
1752570373.631521,1
1752570373.765924,1
1752570373.932910,1
1752570374.146703,1
1752570374.317385,1
1752570374.457532,1
1752570374.591589,1
1752570374.756481,1
1752570374.848040,1
1752570374.969387,1
1752570375.103064,1
1752570375.236956,1
1752570375.346325,1
1752570375.554054,1
1752570375.657744,1
1752570375.858815,1
1752570375.999463,1
1752570376.188886,1
1752570376.304415,1
1752570376.493456,1
1752570376.700707,1
1752570376.883589,1
1752570376.980428,1
1752570377.102239,1
1752570377.211854,1
1752570377.345953,1
1752570377.455665,1
1752570377.699916,1
1752570377.845879,1
1752570377.931016,1
1752570378.027666,1
1752570378.126549,1
1752570378.260764,1
1752570378.419534,1
1752570378.522849,1
1752570378.663471,1
1752570378.797454,1
1752570378.894845,1
1752570379.046881,1
1752570379.199557,1
1752570379.339944,1
1752570379.462330,1
1752570379.589703,1
1752570379.656076,1
1752570379.784118,1
1752570379.936502,1
1752570380.070782,1
1752570380.205071,1
1752570380.338971,1
1752570380.461218,1
1752570380.607897,1
1752570380.772297,1
1752570380.876166,1
1752570381.028185,1
1752570381.243311,1
1752570381.395911,1
1752570381.566553,1
1752570381.761531,1
1752570381.914566,1
1752570382.066891,1
1752570382.188613,1
1752570382.316615,1
1752570382.480968,1
1752570382.627400,1
1752570382.767526,1
1752570382.913942,1
1752570383.053943,1
1752570383.268519,1
1752570383.439346,1
1752570383.641281,1
1752570383.756831,1
1752570383.880480,1
1752570384.020352,1
1752570384.117410,1
1752570384.276077,1
1752570384.385908,1
1752570384.526048,1
1752570384.672280,1
1752570384.824237,1
1752570384.965007,1
1752570385.099283,1
1752570385.221275,1
1752570385.440786,1
1752570385.593203,1
1752570385.751760,1
1752570385.910249,1
1752570386.038421,1
1752570386.184448,1
1752570386.312437,1
1752570386.477440,1
1752570386.581596,1
1752570386.734387,1
1752570386.861990,1
1752570387.020870,1
1752570387.124481,1
1752570387.245906,1
1752570387.385789,1
1752570387.544146,1
1752570387.586087,1
1752570387.780896,1
1752570387.816455,1
1752570388.060904,1
1752570388.232071,1
1752570388.353780,1
1752570388.481942,1
1752570388.609832,1
1752570388.743735,1
1752570388.914236,1
1752570389.049737,1
1752570389.183692,1
1752570389.331051,1
1752570389.440477,1
1752570389.604602,1
1752570389.732482,1
1752570389.841945,1
1752570389.976453,1
1752570390.165931,1
1752570390.264147,1
1752570390.410585,1
1752570390.562658,1
1752570390.659837,1
1752570390.824414,1
1752570390.927560,1
1752570391.018619,1
1752570391.202116,1
1752570391.330054,1
1752570391.439392,1
1752570391.585728,1
1752570391.725689,1
1752570391.816618,1
1752570392.006079,1
1752570392.152614,1
1752570392.347951,1
1752570392.504110,1
1752570392.680928,1
1752570392.814789,1
1752570392.954781,1
1752570393.131379,1
1752570393.259352,1
1752570393.374868,1
1752570393.441191,1
1752570393.679232,1
1752570393.844023,1
1752570393.996579,1
1752570394.112369,1
1752570394.228007,1
1752570394.355872,1
1752570394.483428,1
1752570394.631114,1
1752570394.783745,1
1752570394.923592,1
1752570395.069778,1
1752570395.179314,1
1752570395.362821,1
1752570395.442235,1
1752570395.570277,1
1752570395.698349,1
1752570395.844500,1
1752570396.008740,1
1752570396.074947,1
1752570396.183913,1
1752570396.342432,1
1752570396.476096,1
1752570396.616373,1
1752570396.892996,1
1752570397.014529,1
1752570397.173034,1
1752570397.288836,1
1752570397.380261,1
1752570397.551538,1
1752570397.698059,1
1752570397.777311,1
1752570398.021854,1
1752570398.156027,1
1752570398.295801,1
1752570398.441828,1
1752570398.557159,1
1752570398.666297,1
1752570398.855566,1
1752570399.019964,1
1752570399.184598,1
1752570399.337356,1
1752570399.495398,1
1752570399.598773,1
1752570399.726743,1
1752570399.873706,1
1752570399.995962,1
1752570400.123594,1
1752570400.220367,1
1752570400.281541,1
1752570400.384928,1
1752570400.506557,1
1752570400.672535,1
1752570400.812602,1
1752570400.934426,1
1752570401.055980,1
1752570401.208297,1
1752570401.305632,1
1752570401.452047,1
1752570401.579955,1
1752570401.744816,1
1752570401.861437,1
1752570401.977404,1
1752570402.142017,1
1752570402.226772,1
1752570402.348239,1
1752570402.501184,1
1752570402.653221,1
1752570402.786860,1
1752570402.883890,1
1752570403.005235,1
1752570403.220283,1
1752570403.329669,1
1752570403.451501,1
1752570403.610208,1
1752570403.744295,1
1752570403.835065,1
1752570404.000129,1
1752570404.122116,1
1752570404.200500,1
1752570404.384036,1
1752570404.523934,1
1752570404.676685,1
1752570404.768157,1
1752570404.907905,1
1752570405.078559,1
1752570405.231294,1
1752570405.377337,1
1752570405.536281,1
1752570405.639735,1
1752570405.804341,1
1752570405.944464,1
1752570406.047596,1
1752570406.182272,1
1752570406.304194,1
1752570406.419916,1
1752570406.541507,1
1752570406.662900,1
1752570406.753733,1
1752570406.930555,1
1752570407.094953,1
1752570407.210370,1
1752570407.350582,1
1752570407.515297,1
1752570407.637230,1
1752570407.789463,1
1752570407.991338,1
1752570408.020964,1
1752570408.172977,1
1752570408.288201,1
1752570408.403871,1
1752570408.538221,1
1752570408.653560,1
1752570408.812850,1
1752570408.897445,1
1752570409.074421,1
1752570409.140992,1
1752570409.250205,1
1752570409.371806,1
1752570409.480984,1
1752570409.608637,1
1752570409.742972,1
1752570409.870485,1
1752570410.010381,1
1752570410.174736,1
1752570410.332958,1
1752570410.380957,1
1752570410.453661,1
1752570410.581651,1
1752570410.679014,1
1752570410.782152,1
1752570410.978162,1
1752570411.111948,1
1752570411.190551,1
1752570411.275386,1
1752570411.402900,1
1752570411.481287,1
1752570411.584556,1
1752570411.712485,1
1752570411.846766,1
1752570411.986899,1
1752570412.108573,1
1752570412.249259,1
1752570412.352709,1
1752570412.450225,1
1752570412.590192,1
1752570412.748901,1
1752570412.870759,1
1752570413.065814,1
1752570413.144547,1
1752570413.255164,1
1752570413.348164,1
1752570413.445203,1
1752570413.579106,1
1752570413.744144,1
1752570413.896305,1
1752570413.999298,1
1752570414.139334,1
1752570414.273189,1
1752570414.419922,1
1752570414.548286,1
1752570414.750629,1
1752570414.835585,1
1752570414.975632,1
1752570415.152530,1
1752570415.206599,1
1752570415.371876,1
1752570415.487117,1
1752570415.640004,1
1752570415.779897,1
1752570415.889756,1
1752570416.079231,1
1752570416.177364,1
1752570416.347859,1
1752570416.377537,1
1752570416.542398,1
1752570416.676221,1
1752570416.846618,1
1752570416.949966,1
1752570417.083870,1
1752570417.260447,1
1752570417.345466,1
1752570417.503691,1
1752570417.643844,1
1752570417.796240,1
1752570417.899263,1
1752570418.002301,1
1752570418.204638,1
1752570418.375071,1
1752570418.509132,1
1752570418.636856,1
1752570418.752458,1
1752570418.904986,1
1752570419.014299,1
1752570419.148129,1
1752570419.300145,1
1752570419.439966,1
1752570419.543229,1
1752570419.708304,1
1752570419.811607,1
1752570419.951874,1
1752570420.092501,1
1752570420.207882,1
1752570420.348176,1
1752570420.506371,1
1752570420.609614,1
1752570420.780495,1
1752570420.926628,1
1752570421.047932,1
1752570421.188137,1
1752570421.340080,1
1752570421.486155,1
1752570421.540102,1
1752570421.612551,1
1752570421.721897,1
1752570421.849887,1
1752570421.953224,1
1752570422.118792,1
1752570422.185243,1
1752570422.343617,1
1752570422.440540,1
1752570422.568549,1
1752570422.665853,1
1752570422.817814,1
1752570422.952015,1
1752570423.074112,1
1752570423.201575,1
1752570423.347568,1
1752570423.451346,1
1752570423.554581,1
1752570423.700759,1
1752570423.797959,1
1752570423.932285,1
1752570424.084537,1
1752570424.212090,1
1752570424.345868,1
1752570424.498709,1
1752570424.602092,1
1752570424.736037,1
1752570424.900076,1
1752570425.002953,1
1752570425.155611,1
1752570425.296455,1
1752570425.442404,1
1752570425.601126,1
1752570425.741590,1
1752570425.845113,1
1752570426.070742,1
1752570426.204946,1
1752570426.413153,1
1752570426.583945,1
1752570426.656393,1
1752570426.821600,1
1752570426.900469,1
1752570427.065232,1
1752570427.149777,1
1752570427.265671,1
1752570427.387424,1
1752570427.545925,1
1752570427.679638,1
1752570427.857235,1
1752570428.016243,1
1752570428.082588,1
1752570428.191703,1
1752570428.325820,1
1752570428.447352,1
1752570428.599780,1
1752570428.789680,1
1752570428.948427,1
1752570429.082154,1
1752570429.228343,1
1752570429.350582,1
1752570429.503911,1
1752570429.657123,1
1752570429.772654,1
1752570429.919896,1
1752570430.016819,1
1752570430.187181,1
1752570430.308991,1
1752570430.455020,1
1752570430.552077,1
1752570430.704518,1
1752570430.801861,1
1752570430.911412,1
1752570431.014471,1
1752570431.130478,1
1752570431.319757,1
1752570431.453408,1
1752570431.556556,1
1752570431.714968,1
1752570431.860988,1
1752570431.939575,1
1752570432.073544,1
1752570432.232300,1
1752570432.341800,1
1752570432.493965,1
1752570432.603199,1
1752570432.749507,1
1752570432.877388,1
1752570433.060818,1
1752570433.164095,1
1752570433.242703,1
1752570433.383802,1
1752570433.530074,1
1752570433.719442,1
1752570433.792204,1
1752570433.932187,1
1752570434.115189,1
1752570434.248613,1
1752570434.382244,1
1752570434.503676,1
1752570434.551770,1
1752570434.673812,1
1752570434.746308,1
1752570434.917403,1
1752570435.057607,1
1752570435.179413,1
1752570435.337736,1
1752570435.477803,1
1752570435.587809,1
1752570435.765754,1
1752570435.850386,1
1752570435.953328,1
1752570436.044169,1
1752570436.153482,1
1752570436.250473,1
1752570436.390950,1
1752570436.475956,1
1752570436.603958,1
1752570436.750733,1
1752570436.805171,1
1752570436.939064,1
1752570437.054438,1
1752570437.188347,1
1752570437.352562,1
1752570437.468104,1
1752570437.627516,1
1752570437.724660,1
1752570437.809639,1
1752570437.968566,1
1752570438.114459,1
1752570438.205160,1
1752570438.363309,1
1752570438.473158,1
1752570438.613370,1
1752570438.710547,1
1752570438.832083,1
1752570438.978094,1
1752570439.130193,1
1752570439.282652,1
1752570439.373981,1
1752570439.526654,1
1752570439.673034,1
1752570439.862306,1
1752570439.996692,1
1752570440.112200,1
1752570440.270770,1
1752570440.404403,1
1752570440.569306,1
1752570440.660323,1
1752570440.794495,1
1752570440.940907,1
1752570441.081904,1
1752570441.203690,1
1752570441.380991,1
1752570441.490242,1
1752570441.611612,1
1752570441.739418,1
1752570441.849027,1
1752570442.001353,1
1752570442.080198,1
1752570442.195718,1
1752570442.317659,1
1752570442.451668,1
1752570442.665618,1
1752570442.903939,1
1752570442.958244,1
1752570443.154117,1
1752570443.312659,1
1752570443.477560,1
1752570443.568244,1
1752570443.702411,1
1752570443.806070,1
1752570443.933964,1
1752570444.073763,1
1752570444.225888,1
1752570444.359693,1
1752570444.426237,1
1752570444.560356,1
1752570444.700577,1
1752570444.828779,1
1752570445.011819,1
1752570445.133398,1
1752570445.267946,1
1752570445.395426,1
1752570445.504822,1
1752570445.620798,1
1752570445.761175,1
1752570445.876425,1
1752570445.998481,1
1752570446.168960,1
1752570446.254582,1
1752570446.394402,1
1752570446.516073,1
1752570446.668478,1
1752570446.759223,1
1752570446.856215,1
1752570447.064080,1
1752570447.228869,1
1752570447.356917,1
1752570447.490559,1
1752570447.556916,1
1752570447.666473,1
1752570447.812234,1
1752570447.915905,1
1752570448.025370,1
1752570448.165483,1
1752570448.293418,1
1752570448.396336,1
1752570448.524021,1
1752570448.682818,1
1752570448.804070,1
1752570448.931949,1
1752570449.151520,1
1752570449.329598,1
1752570449.457658,1
1752570449.591590,1
1752570449.712922,1
1752570449.773289,1
1752570449.870527,1
1752570450.022887,1
1752570450.199392,1
1752570450.370028,1
1752570450.485423,1
1752570450.613271,1
1752570450.735334,1
1752570450.893248,1
1752570451.026763,1
1752570451.154367,1
1752570451.307060,1
1752570451.422373,1
1752570451.538035,1
1752570451.703119,1
1752570451.824620,1
1752570452.007127,1
1752570452.104302,1
1752570452.244103,1
1752570452.427031,1
1752570452.474930,1
1752570452.627009,1
1752570452.853615,1
1752570452.956999,1
1752570453.091236,1
1752570453.225316,1
1752570453.328343,1
1752570453.444727,1
1752570453.541883,1
1752570453.676078,1
1752570453.773369,1
1752570453.882715,1
1752570454.016589,1
1752570454.095677,1
1752570454.205590,1
1752570454.419077,1
1752570454.596588,1
1752570454.755288,1
1752570454.870920,1
1752570454.967913,1
1752570455.089571,1
1752570455.217901,1
1752570455.314807,1
1752570455.417758,1
1752570455.570099,1
1752570455.679377,1
1752570455.819766,1
1752570455.947558,1
1752570456.081628,1
1752570456.221507,1
1752570456.368144,1
1752570456.489716,1
1752570456.605510,1
1752570456.757849,1
1752570456.891882,1
1752570457.007534,1
1752570457.159666,1
1752570457.374132,1
1752570457.501751,1
1752570457.605247,1
1752570457.757576,1
1752570457.909682,1
1752570458.024942,1
1752570458.215177,1
1752570458.330879,1
1752570458.483637,1
1752570458.586639,1
1752570458.665240,1
1752570458.799536,1
1752570458.934755,1
1752570459.044375,1
1752570459.270678,1
1752570459.386097,1
1752570459.538245,1
1752570459.659467,1
1752570459.780956,1
1752570459.963701,1
1752570460.078988,1
1752570460.200427,1
1752570460.328014,1
1752570460.504922,1
1752570460.595938,1
1752570460.742473,1
1752570460.814842,1
1752570460.942748,1
1752570461.058176,1
1752570461.179627,1
1752570461.337720,1
1752570461.441212,1
1752570461.587282,1
1752570461.813765,1
1752570461.935598,1
1752570462.056966,1
1752570462.288454,1
1752570462.415984,1
1752570462.549703,1
1752570462.634962,1
1752570462.751143,1
1752570462.873021,1
1752570463.074671,1
1752570463.122395,1
1752570463.250151,1
1752570463.347062,1
1752570463.431783,1
1752570463.534913,1
1752570463.760501,1
1752570463.906641,1
1752570464.058704,1
1752570464.180156,1
1752570464.283415,1
1752570464.497282,1
1752570464.638300,1
1752570464.784420,1
1752570464.924297,1
1752570464.990576,1
1752570465.186405,1
1752570465.265078,1
1752570465.392842,1
1752570465.588310,1
1752570465.685688,1
1752570465.782751,1
1752570465.941304,1
1752570466.050420,1
1752570466.184842,1
1752570466.343209,1
1752570466.440200,1
1752570466.537183,1
1752570466.652894,1
1752570466.774571,1
1752570466.908704,1
1752570467.048955,1
1752570467.188828,1
1752570467.329601,1
1752570467.488600,1
1752570467.652956,1
1752570467.744139,1
1752570467.988839,1
1752570468.110544,1
1752570468.232126,1
1752570468.451583,1
1752570468.561473,1
1752570468.702420,1
1752570468.848371,1
1752570468.982262,1
1752570469.122524,1
1752570469.367222,1
1752570469.464518,1
1752570469.599203,1
1752570469.763615,1
1752570469.867061,1
1752570469.964027,1
1752570470.092341,1
1752570470.262811,1
1752570470.353641,1
1752570470.469871,1
1752570470.573041,1
1752570470.755390,1
1752570470.833987,1
1752570470.974705,1
1752570471.084433,1
1752570471.304590,1
1752570471.481369,1
1752570471.639920,1
1752570471.774292,1
1752570472.001284,1
1752570472.177692,1
1752570472.329637,1
1752570472.450895,1
1752570472.628286,1
1752570472.743682,1
1752570472.859426,1
1752570472.962662,1
1752570473.096305,1
1752570473.205949,1
1752570473.359776,1
1752570473.462923,1
1752570473.597043,1
1752570473.743067,1
1752570473.858528,1
1752570474.004521,1
1752570474.125983,1
1752570474.247370,1
1752570474.405803,1
1752570474.509252,1
1752570474.637076,1
1752570474.801948,1
1752570474.966309,1
1752570475.063353,1
1752570475.160144,1
1752570475.306962,1
1752570475.440707,1
1752570475.568444,1
1752570475.740257,1
1752570475.861970,1
1752570475.977753,1
1752570476.155177,1
1752570476.203130,1
1752570476.331107,1
1752570476.472380,1
1752570476.600057,1
1752570476.721978,1
1752570476.855997,1
1752570476.978261,1
1752570477.124826,1
1752570477.258506,1
1752570477.361572,1
1752570477.489427,1
1752570477.599386,1
1752570477.770504,1
1752570477.935751,1
1752570478.063354,1
1752570478.190942,1
1752570478.318914,1
1752570478.446847,1
1752570478.574704,1
1752570478.777879,1
1752570478.930165,1
1752570479.045698,1
1752570479.185435,1
1752570479.319468,1
1752570479.453088,1
1752570479.568771,1
1752570479.733476,1
1752570479.824583,1
1752570479.976493,1
1752570480.140604,1
1752570480.237555,1
1752570480.371433,1
1752570480.499125,1
1752570480.633371,1
1752570480.736327,1
1752570480.876482,1
1752570481.022836,1
1752570481.138401,1
1752570481.284347,1
1752570481.430573,1
1752570481.576701,1
1752570481.716828,1
1752570481.802119,1
1752570481.941602,1
1752570482.142956,1
1752570482.313323,1
1752570482.471312,1
1752570482.598703,1
1752570482.739434,1
1752570482.892151,1
1752570482.995570,1
1752570483.161636,1
1752570483.283802,1
1752570483.430555,1
1752570483.564046,1
1752570483.667000,1
1752570483.794718,1
1752570483.941138,1
1752570484.044506,1
1752570484.184677,1
1752570484.275946,1
1752570484.379180,1
1752570484.507516,1
1752570484.647708,1
1752570484.769227,1
1752570484.878983,1
1752570485.020492,1
1752570485.184814,1
1752570485.368126,1
1752570485.477410,1
1752570485.592720,1
1752570485.738725,1
1752570485.848289,1
1752570485.994958,1
1752570486.129382,1
1752570486.208457,1
1752570486.336020,1
1752570486.488043,1
1752570486.603339,1
1752570486.743372,1
1752570486.866080,1
1752570487.049737,1
1752570487.177661,1
1752570487.336404,1
1752570487.489503,1
1752570487.604900,1
1752570487.769887,1
1752570487.878946,1
1752570487.976085,1
1752570488.128538,1
1752570488.243798,1
1752570488.365668,1
1752570488.481419,1
1752570488.645915,1
1752570488.712284,1
1752570488.840055,1
1752570488.980217,1
1752570489.132620,1
1752570489.297220,1
1752570489.437537,1
1752570489.583935,1
1752570489.840859,1
1752570489.901457,1
1752570490.084936,1
1752570490.231349,1
1752570490.439770,1
1752570490.548848,1
1752570490.695668,1
1752570490.774350,1
1752570490.890269,1
1752570491.067537,1
1752570491.226002,1
1752570491.280104,1
1752570491.444573,1
1752570491.609098,1
1752570491.742926,1
1752570491.908011,1
1752570492.005188,1
1752570492.157567,1
1752570492.261090,1
1752570492.384467,1
1752570492.518856,1
1752570492.653147,1
1752570492.817343,1
1752570492.939035,1
1752570493.122118,1
1752570493.200817,1
1752570493.298302,1
1752570493.396066,1
1752570493.542767,1
1752570493.645928,1
1752570493.804102,1
1752570493.913571,1
1752570494.084181,1
1752570494.144510,1
1752570494.272228,1
1752570494.388157,1
1752570494.497800,1
1752570494.638462,1
1752570494.735559,1
1752570494.949348,1
1752570494.991638,1
1752570495.138385,1
1752570495.284039,1
1752570495.393759,1
1752570495.534556,1
1752570495.717750,1
1752570495.808519,1
1752570495.912416,1
1752570496.082994,1
1752570496.180408,1
1752570496.369659,1
1752570496.534222,1
1752570496.637404,1
1752570496.740651,1
1752570496.837567,1
1752570496.971581,1
1752570497.147796,1
1752570497.189720,1
1752570497.335791,1
1752570497.414400,1
1752570497.542027,1
1752570497.675880,1
1752570497.785222,1
1752570497.943981,1
1752570498.028900,1
1752570498.132265,1
1752570498.272021,1
1752570498.399884,1
1752570498.534173,1
1752570498.698572,1
1752570498.832395,1
1752570498.978921,1
1752570499.094655,1
1752570499.272400,1
1752570499.387809,1
1752570499.552782,1
1752570499.687270,1
1752570499.790932,1
1752570499.881699,1
1752570500.039932,1
1752570500.204830,1
1752570500.351339,1
1752570500.454485,1
1752570500.569459,1
1752570500.678695,1
1752570500.806470,1
1752570500.972700,1
1752570501.094603,1
1752570501.203889,1
1752570501.380347,1
1752570501.477473,1
1752570501.629879,1
1752570501.757977,1
1752570501.916339,1
1752570502.044188,1
1752570502.129294,1
1752570502.275518,1
1752570502.403874,1
1752570502.544255,1
1752570502.709059,1
1752570502.757432,1
1752570502.897426,1
1752570503.056878,1
1752570503.153726,1
1752570503.238437,1
1752570503.341564,1
1752570503.506744,1
1752570503.585419,1
1752570503.744262,1
1752570503.841720,1
1752570504.025370,1
1752570504.104302,1
1752570504.293651,1
1752570504.446287,1
1752570504.580365,1
1752570504.702596,1
1752570504.838527,1
1752570505.045694,1
1752570505.162248,1
1752570505.290466,1
1752570505.412256,1
1752570505.552255,1
1752570505.612447,1
1752570505.807660,1
1752570505.898423,1
1752570506.056803,1
1752570506.172458,1
1752570506.281467,1
1752570506.452137,1
1752570506.555084,1
1752570506.701362,1
1752570506.841649,1
1752570506.951223,1
1752570507.121532,1
1752570507.255937,1
1752570507.482040,1
1752570507.640190,1
1752570507.755968,1
1752570507.889639,1
1752570508.011711,1
1752570508.151530,1
1752570508.303399,1
1752570508.400574,1
1752570508.479169,1
1752570508.637483,1
1752570508.832570,1
1752570508.898946,1
1752570508.983882,1
1752570509.136238,1
1752570509.288608,1
1752570509.391675,1
1752570509.531888,1
1752570509.763750,1
1752570509.824658,1
1752570510.020087,1
1752570510.135951,1
1752570510.263589,1
1752570510.410240,1
1752570510.531672,1
1752570510.732908,1
1752570510.799201,1
1752570510.951604,1
1752570511.085208,1
1752570511.194759,1
1752570511.285626,1
1752570511.432042,1
1752570511.561230,1
1752570511.658231,1
1752570511.873617,1
1752570511.970545,1
1752570512.037089,1
1752570512.232566,1
1752570512.329917,1
1752570512.451564,1
1752570512.598139,1
1752570512.731909,1
1752570512.834981,1
1752570512.913861,1
1752570513.017029,1
1752570513.150853,1
1752570513.266211,1
1752570513.437802,1
1752570513.534818,1
1752570513.626045,1
1752570513.716888,1
1752570513.869594,1
1752570513.972883,1
1752570514.082134,1
1752570514.222059,1
1752570514.337688,1
1752570514.441045,1
1752570514.654604,1
1752570514.788340,1
1752570514.958791,1
1752570515.067754,1
1752570515.201746,1
1752570515.384576,1
1752570515.530975,1
1752570515.628095,1
1752570515.768075,1
1752570515.902503,1
1752570516.024998,1
1752570516.128219,1
1752570516.268506,1
1752570516.402981,1
1752570516.530881,1
1752570516.646548,1
1752570516.780469,1
1752570516.920637,1
1752570517.048357,1
1752570517.182280,1
1752570517.353195,1
1752570517.481552,1
1752570517.627613,1
1752570517.767700,1
1752570517.864846,1
1752570518.016980,1
1752570518.168859,1
1752570518.389265,1
1752570518.584656,1
1752570518.743322,1
1752570518.858819,1
1752570518.992794,1
1752570519.158483,1
1752570519.261872,1
1752570519.364847,1
1752570519.461699,1
1752570519.656955,1
1752570519.778284,1
1752570519.954935,1
1752570520.076634,1
1752570520.259936,1
1752570520.363908,1
1752570520.492044,1
1752570520.644316,1
1752570520.784700,1
1752570520.955740,1
1752570521.174936,1
1752570521.320873,1
1752570521.479856,1
1752570521.651575,1
1752570521.779459,1
1752570521.882480,1
1752570522.022056,1
1752570522.161691,1
1752570522.277011,1
1752570522.405078,1
1752570522.557389,1
1752570522.721904,1
1752570522.819566,1
1752570522.947365,1
1752570523.099512,1
1752570523.221262,1
1752570523.318615,1
1752570523.421722,1
1752570523.524888,1
1752570523.640260,1
1752570523.780542,1
1752570523.975995,1
1752570524.128041,1
1752570524.255803,1
1752570524.402413,1
1752570524.518131,1
1752570524.671326,1
1752570524.786923,1
1752570524.976484,1
1752570525.079404,1
1752570525.220628,1
1752570525.360521,1
1752570525.463753,1
1752570525.573063,1
1752570525.725448,1
1752570525.835351,1
1752570525.969920,1
1752570526.097541,1
1752570526.219306,1
1752570526.341084,1
1752570526.450592,1
1752570526.590482,1
1752570526.712050,1
1752570526.882896,1
1752570526.974019,1
1752570527.064807,1
1752570527.180358,1
1752570527.326727,1
1752570527.467010,1
1752570527.570132,1
1752570527.771474,1
1752570527.831621,1
1752570527.959391,1
1752570528.099481,1
1752570528.227000,1
1752570528.361066,1
1752570528.482788,1
1752570528.585897,1
1752570528.694979,1
1752570528.865997,1
1752570528.987558,1
1752570529.163907,1
1752570529.321980,1
1752570529.431485,1
1752570529.528442,1
1752570529.668193,1
1752570529.826573,1
1752570529.954440,1
1752570530.186639,1
1752570530.326732,1
1752570530.424003,1
1752570530.570446,1
1752570530.729733,1
1752570530.790237,1
1752570530.961462,1
1752570531.095047,1
1752570531.217160,1
1752570531.363717,1
1752570531.497597,1
1752570531.625424,1
1752570531.752913,1
1752570531.886750,1
1752570532.026822,1
1752570532.129924,1
1752570532.294415,1
1752570532.428595,1
1752570532.611457,1
1752570532.732945,1
1752570532.897133,1
1752570533.037263,1
1752570533.202167,1
1752570533.366804,1
1752570533.525359,1
1752570533.677802,1
1752570533.793244,1
1752570533.928004,1
1752570534.031535,1
1752570534.165405,1
1752570534.243936,1
1752570534.384053,1
1752570534.530862,1
1752570534.646318,1
1752570534.829816,1
1752570534.878086,1
1752570535.025320,1
1752570535.159275,1
1752570535.354754,1
1752570535.494432,1
1752570535.591090,1
1752570535.768846,1
1752570535.883993,1
1752570536.005493,1
1752570536.139146,1
1752570536.297325,1
1752570536.455683,1
1752570536.620718,1
1752570536.723814,1
1752570536.967939,1
1752570537.028108,1
1752570537.131108,1
1752570537.233961,1
1752570537.392766,1
1752570537.514474,1
1752570537.722189,1
1752570537.825158,1
1752570537.921944,1
1752570538.056534,1
1752570538.190474,1
